Time,High,Low,Close,candlestick_pattern,keltner_up,keltner_down,bollinger_up,bollinger_down,smma125_high,smma120_low,flay_upper,flay_lower,sma7,sma34,sma99,sma200,sma314,tenkan_sen,kijun_sen,span_a,span_b,storm,storm_ema,normalizesma
11/26/2022 10:30,1.001561,1.00024,1.001145,47,1.003383,0.996617,1.002811,0.99607,0.997046,0.994883,1.0059,0.994418,1.000353,1.000468,0.997337,0.996733,0.99698,0.999586,0.999838,0.999177,0.995618,0.612513374,0.619517871,16595.12625
11/26/2022 10:45,1.001462,0.999804,1.000078,27,1.003376,0.996624,1.002331,0.99636,0.997085,0.994969,1.005898,0.994456,1.000401,1.000384,0.997419,0.996726,0.996987,0.999328,0.999829,0.999278,0.995609,0.53157071,0.60055641,16595.2628
11/26/2022 11:00,1.000832,0.997826,0.998553,0,1.00364,0.99636,1.002503,0.996464,0.997288,0.995221,1.005987,0.994597,1.000388,1.000421,0.997629,0.996875,0.997153,0.99948,0.999982,0.999431,0.995761,0.416502626,0.552989037,16592.73587
11/26/2022 11:15,0.999998,0.99826,0.999599,0,1.003624,0.996376,1.002543,0.996589,0.997368,0.995355,1.005962,0.994639,1.000322,1.000387,0.997733,0.996909,0.99721,0.999523,1.000024,0.999473,0.995803,0.404693906,0.508155009,16592.03531
11/26/2022 11:30,0.999855,0.998716,0.998877,11,1.00349,0.99651,1.002677,0.996636,0.997529,0.995571,1.005991,0.994754,1.000273,1.000431,0.997908,0.99702,0.997342,0.999641,1.000142,0.999751,0.995921,0.383375394,0.466228377,16590.07385
11/26/2022 11:45,0.999725,0.998351,0.999467,27,1.003416,0.996584,1.002622,0.996928,0.997625,0.99571,1.00595,0.994807,1.000018,1.000414,0.997997,0.997069,0.997417,0.999697,1.000198,0.99985,0.995977,0.38913563,0.434262094,16589.14396
11/26/2022 12:00,0.999744,0.998616,0.999124,0,1.0033,0.9967,1.002656,0.99713,0.997756,0.995904,1.005938,0.994893,0.999796,1.000393,0.998107,0.997154,0.997516,0.999789,1.00029,0.999942,0.996068,0.365996896,0.405628833,16587.61501
11/26/2022 12:15,1.00062,0.998796,1.000346,27,1.003335,0.996665,1.002485,0.997447,0.997793,0.99598,1.005818,0.994888,0.999586,1.0003,0.998106,0.997122,0.997505,0.999753,1.000254,0.999937,0.996032,0.413500795,0.398154442,16588.21834
11/26/2022 12:30,1.000567,0.998296,0.999065,9,1.003456,0.996544,1.00259,0.997533,0.997976,0.996165,1.005795,0.994997,0.999465,1.000331,0.998229,0.997227,0.997625,1.000655,1.000352,1.000234,0.99613,0.385470144,0.390779979,16586.58612
11/26/2022 12:45,0.999911,0.998684,0.999673,0,1.003356,0.996644,1.002626,0.997547,0.99809,0.996279,1.005698,0.995052,0.999602,1.000299,0.998283,0.997268,0.997676,1.000689,1.000387,1.000373,0.996165,0.381649393,0.387668206,16586.01506
11/26/2022 13:00,1.001158,0.999419,1.000384,27,1.003368,0.996632,1.00259,0.997506,0.998139,0.996322,1.005555,0.995071,0.999627,1.000223,0.998256,0.997241,0.997654,1.000649,1.000465,1.000931,0.996124,0.424533247,0.396522155,16586.68601
11/26/2022 13:15,1.000707,0.999374,1.000536,0,1.003298,0.996702,1.002591,0.997476,0.99817,0.996347,1.00539,0.995072,0.999787,1.000107,0.998246,0.9972,0.997616,1.000592,1.000627,1.001288,0.996068,0.477699444,0.417959106,16587.62163
11/26/2022 13:30,1.001029,0.999957,1.00078,27,1.003182,0.996818,1.002568,0.99751,0.998187,0.996347,1.005217,0.995065,0.999891,0.999979,0.998222,0.997134,0.997557,1.00051,1.000545,1.001007,0.995986,0.568104011,0.458628482,16588.98433
11/26/2022 13:45,1.001415,1.000317,1.000431,0,1.003083,0.996917,1.002512,0.997619,0.998231,0.996383,1.005082,0.995107,1.00005,0.999855,0.998237,0.997097,0.997531,1.000465,1.0005,1.000483,0.995941,0.602265107,0.501446404,16589.73725
11/26/2022 14:00,1.000663,0.999393,1.000629,22,1.003029,0.996971,1.002513,0.997553,0.99824,0.996382,1.004907,0.99512,1.000047,0.999715,0.998226,0.997052,0.997471,1.000398,1.000754,1.000192,0.995875,0.612368138,0.538351933,16590.83656
11/26/2022 14:15,1.001328,1.000146,1.000437,47,1.002962,0.997038,1.002512,0.997527,0.99828,0.996413,1.004772,0.995174,1.00024,0.999622,0.998248,0.997021,0.997428,1.000352,1.000794,0.999948,0.995829,0.608206478,0.567114643,16591.59974
11/26/2022 14:30,1.005168,1.000131,1.001838,9,1.003673,0.996327,1.002722,0.997096,0.998204,0.996308,1.004565,0.99516,1.000432,0.999521,0.998136,0.996861,0.997253,1.001434,1.0006,0.999611,0.995637,0.613182865,0.58916658,16594.8112
11/26/2022 14:45,1.002581,0.996649,0.998486,0,1.004493,0.995507,1.002994,0.996999,0.998456,0.996524,1.004583,0.99537,1.000367,0.999671,0.998365,0.997029,0.997421,1.000988,1.000821,0.999807,0.995795,0.506122557,0.576184387,16592.16727
